CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
6H,844,ISRAIR AIRLINES,2024-07-09T04:25:00,2024-07-09T04:25:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
AM,7878,AERO MEXICO,2024-07-09T04:30:00,2024-07-09T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-07-09T04:30:00,2024-07-09T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
IB,2397,IBERIA,2024-07-09T04:30:00,2024-07-09T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,398,EL AL ISRAEL AIRLINES,2024-07-09T04:30:00,2024-07-09T04:30:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
OK,5288,CZECH AIRLINES,2024-07-09T04:35:00,2024-07-09T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
QS,1286,SMARTWINGS,2024-07-09T04:35:00,2024-07-09T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AC,9021,AIR CANADA,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
AZ,809,ITALIA TRASPORTO AEREO,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,ON TIME,בזמן
DL,6655,DELTA AIRLINES,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,ON TIME,בזמן
JU,7380,AIR SERBIA,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,ON TIME,בזמן
LH,691,LUFTHANSA,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
NH,5460,ALL NIPPON AIRWAYS,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
SN,7170,BRUSSELS AIRLINES,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
UA,9121,UNITED AIRLINES,2024-07-09T04:45:00,2024-07-09T04:45:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
FB,572,BULGARIA  AIR,2024-07-09T04:50:00,2024-07-09T04:50:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,48-50,B,ON TIME,בזמן
NO,1383,NEOS,2024-07-09T04:50:00,2024-07-09T04:50:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,1-4,A,ON TIME,בזמן
A3,929,AEGEAN  AIRLINES,2024-07-09T05:00:00,2024-07-09T05:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,26-33,A,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-07-09T05:00:00,2024-07-09T05:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
AM,7876,AERO MEXICO,2024-07-09T05:05:00,2024-07-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LO,152,LOT POLISH AIRLINES,2024-07-09T05:05:00,2024-07-09T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,56-59,C,ON TIME,בזמן
LY,318,EL AL ISRAEL AIRLINES,2024-07-09T05:05:00,2024-07-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,9255,EL AL ISRAEL AIRLINES,2024-07-09T05:05:00,2024-07-09T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,56-59,C,ON TIME,בזמן
SK,3174,SAS,2024-07-09T05:05:00,2024-07-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7496,VIRGIN ATLANTIC AIRWAYS,2024-07-09T05:05:00,2024-07-09T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
IZ,051,ARKIA  ISRAELI  AIRLINES,2024-07-09T05:10:00,2024-07-09T05:10:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,34-38,B,ON TIME,בזמן
A3,527,AEGEAN  AIRLINES,2024-07-09T05:15:00,2024-07-09T05:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,26-33,A,ON TIME,בזמן
ET,415,ETHIOPIAN AIRLINES,2024-07-09T05:25:00,2024-07-09T05:25:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,ON TIME,בזמן
AM,7879,AERO MEXICO,2024-07-09T05:30:00,2024-07-09T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-07-09T05:30:00,2024-07-09T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
FB,6082,BULGARIA  AIR,2024-07-09T05:30:00,2024-07-09T05:30:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,46-48,B,ON TIME,בזמן
IB,2394,IBERIA,2024-07-09T05:30:00,2024-07-09T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2024-07-09T05:30:00,2024-07-09T05:30:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
OK,5289,CZECH AIRLINES,2024-07-09T05:35:00,2024-07-09T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,44-46,B,ON TIME,בזמן
QS,1287,SMARTWINGS,2024-07-09T05:35:00,2024-07-09T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,44-46,B,ON TIME,בזמן
IB,2392,IBERIA,2024-07-09T05:45:00,2024-07-09T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,376,EL AL ISRAEL AIRLINES,2024-07-09T05:45:00,2024-07-09T05:45:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
LY,393,EL AL ISRAEL AIRLINES,2024-07-09T05:45:00,2024-07-09T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,5103,EL AL ISRAEL AIRLINES,2024-07-09T05:45:00,2024-07-09T05:45:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1,301-310,A,ON TIME,בזמן
OU,357,CROATIA AIR,2024-07-09T05:45:00,2024-07-09T05:45:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,3,39-41,B,ON TIME,בזמן
TP,8913,AIR PORTUGAL,2024-07-09T05:45:00,2024-07-09T05:45:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
AF,7067,AIR FRANCE,2024-07-09T05:50:00,2024-07-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-07-09T05:50:00,2024-07-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-07-09T05:50:00,2024-07-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3161,SAS,2024-07-09T05:50:00,2024-07-09T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,5107,EL AL ISRAEL AIRLINES,2024-07-09T05:55:00,2024-07-09T05:55:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,301-310,A,ON TIME,בזמן
LY,289,EL AL ISRAEL AIRLINES,2024-07-09T06:00:00,2024-07-09T06:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-07-09T06:05:00,2024-07-09T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-07-09T06:05:00,2024-07-09T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-07-09T06:05:00,2024-07-09T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,385,EL AL ISRAEL AIRLINES,2024-07-09T06:05:00,2024-07-09T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,971,EL AL ISRAEL AIRLINES,2024-07-09T06:05:00,2024-07-09T06:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,78-99,D,ON TIME,בזמן
SK,3155,SAS,2024-07-09T06:05:00,2024-07-09T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
SK,3167,SAS,2024-07-09T06:05:00,2024-07-09T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8898,AIR PORTUGAL,2024-07-09T06:05:00,2024-07-09T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
LY,345,EL AL ISRAEL AIRLINES,2024-07-09T06:10:00,2024-07-09T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
NH,5620,ALL NIPPON AIRWAYS,2024-07-09T06:10:00,2024-07-09T06:10:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,12-22,A,ON TIME,בזמן
OS,860,AUSTRIAN AIRLINES,2024-07-09T06:10:00,2024-07-09T06:10:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,12-22,A,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-07-09T06:15:00,2024-07-09T06:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
G2,408,GULLIVAIR,2024-07-09T06:20:00,2024-07-09T06:20:00,D,KLV,KARLOVY VARY,קרלובי וארי,KALOVY VARY,צ'כיה,CZECH REPUBLIC,3,23-25,A,ON TIME,בזמן
LY,2371,EL AL ISRAEL AIRLINES,2024-07-09T06:20:00,2024-07-09T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
SK,3157,SAS,2024-07-09T06:20:00,2024-07-09T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
AF,6173,AIR FRANCE,2024-07-09T06:30:00,2024-07-09T06:30:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-07-09T06:30:00,2024-07-09T06:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
LY,223,EL AL ISRAEL AIRLINES,2024-07-09T06:30:00,2024-07-09T06:30:00,D,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
BZ,704,BLUE BIRD AIRWAYS,2024-07-09T06:40:00,2024-07-09T06:40:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,60-62,C,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-07-09T06:40:00,2024-07-09T06:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
LY,2521,EL AL ISRAEL AIRLINES,2024-07-09T06:40:00,2024-07-09T06:40:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-07-09T06:55:00,2024-07-09T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-07-09T06:55:00,2024-07-09T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,028,EL AL ISRAEL AIRLINES,2024-07-09T06:55:00,2024-07-09T06:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,5139,EL AL ISRAEL AIRLINES,2024-07-09T06:55:00,2024-07-09T06:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,301-310,A,ON TIME,בזמן
WZ,017,RED WINGS AIRLINES,2024-07-09T06:55:00,2024-07-09T06:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
B6,6480,JETBLUE AIRWAYS CORPORATION,2024-07-09T07:00:00,2024-07-09T07:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7447,DELTA AIRLINES,2024-07-09T07:00:00,2024-07-09T07:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LH,683,LUFTHANSA,2024-07-09T07:00:00,2024-07-09T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
LY,010,EL AL ISRAEL AIRLINES,2024-07-09T07:00:00,2024-07-09T07:00:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
SN,7166,BRUSSELS AIRLINES,2024-07-09T07:00:00,2024-07-09T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
UA,9470,UNITED AIRLINES,2024-07-09T07:00:00,2024-07-09T07:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,12-22,A,ON TIME,בזמן
XR,271,CORENDON EUROPE,2024-07-09T07:00:00,2024-07-09T07:00:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,41-43,B,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-07-09T07:10:00,2024-07-09T07:10:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
A3,459,AEGEAN  AIRLINES,2024-07-09T07:15:00,2024-07-09T07:15:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,26-33,A,ON TIME,בזמן
IZ,336,ARKIA  ISRAELI  AIRLINES,2024-07-09T07:15:00,2024-07-09T07:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,551,EL AL ISRAEL AIRLINES,2024-07-09T07:15:00,2024-07-09T07:15:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,ON TIME,בזמן
LY,5101,EL AL ISRAEL AIRLINES,2024-07-09T07:20:00,2024-07-09T07:20:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
LY,5131,EL AL ISRAEL AIRLINES,2024-07-09T07:30:00,2024-07-09T07:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,301-310,A,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-07-09T07:30:00,2024-07-09T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,355-360,C,ON TIME,בזמן
LY,381,EL AL ISRAEL AIRLINES,2024-07-09T07:45:00,2024-07-09T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3185,SAS,2024-07-09T07:45:00,2024-07-09T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-07-09T07:45:00,2024-07-09T07:45:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
NO,9077,NEOS,2024-07-09T07:50:00,2024-07-09T07:50:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,1-4,A,ON TIME,בזמן
FR,2823,RYANAIR,2024-07-09T07:55:00,2024-07-09T07:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LV,595,AIRZENA,2024-07-09T07:55:00,2024-07-09T07:55:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
AF,6176,AIR FRANCE,2024-07-09T08:00:00,2024-07-09T08:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,221,EL AL ISRAEL AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,347,EL AL ISRAEL AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
SK,3189,SAS,2024-07-09T08:00:00,2024-07-09T08:00:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
WZ,018,RED WINGS AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,52-55,B,ON TIME,בזמן
6H,247,ISRAIR AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,1,339-345,B,ON TIME,בזמן
6H,515,ISRAIR AIRLINES,2024-07-09T08:00:00,2024-07-09T08:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,339-345,B,ON TIME,בזמן
BZ,692,BLUE BIRD AIRWAYS,2024-07-09T08:10:00,2024-07-09T08:10:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,CANCELED,מבוטלת
BZ,793,BLUE BIRD AIRWAYS,2024-07-09T08:10:00,2024-07-09T08:10:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,CANCELED,מבוטלת
6H,584,ISRAIR AIRLINES,2024-07-09T08:10:00,2024-07-09T08:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
6H,177,ISRAIR AIRLINES,2024-07-09T08:20:00,2024-07-09T08:20:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,67-70,C,ON TIME,בזמן
IZ,415,ARKIA  ISRAELI  AIRLINES,2024-07-09T08:25:00,2024-07-09T08:25:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,34-38,B,ON TIME,בזמן
U8,103,TUS AIRWAYS,2024-07-09T08:30:00,2024-07-09T08:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,45-48,B,ON TIME,בזמן
BZ,888,BLUE BIRD AIRWAYS,2024-07-09T08:40:00,2024-07-09T08:40:00,D,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,57-59,C,ON TIME,בזמן
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-07-09T08:45:00,2024-07-09T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
FR,2824,RYANAIR,2024-07-09T08:50:00,2024-07-09T08:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,1,332-334,B,ON TIME,בזמן
UA,084,UNITED AIRLINES,2024-07-09T08:55:00,2024-07-09T08:55:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LV,596,AIRZENA,2024-07-09T09:00:00,2024-07-09T09:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,312-314,A,ON TIME,בזמן
6H,889,ISRAIR AIRLINES,2024-07-09T09:00:00,2024-07-09T09:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1,337-345,B,ON TIME,בזמן
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-07-09T09:05:00,2024-07-09T09:05:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,1,315-322,A,ON TIME,בזמן
BZ,752,BLUE BIRD AIRWAYS,2024-07-09T09:10:00,2024-07-09T09:10:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,60-62,C,ON TIME,בזמן
BZ,802,BLUE BIRD AIRWAYS,2024-07-09T09:10:00,2024-07-09T09:10:00,D,KGS,KOS,קוס,KOS,יוון,GREECE,3,62-64,C,ON TIME,בזמן
W4,3257,WIZZ AIR MALTA,2024-07-09T09:20:00,2024-07-09T09:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
U8,334,TUS AIRWAYS,2024-07-09T09:30:00,2024-07-09T09:30:00,D,DUS,DUSSELDORF,דיסלדורף,DUSSELDORF,גרמניה,GERMANY,3,41-44,B,ON TIME,בזמן
6H,533,ISRAIR AIRLINES,2024-07-09T09:30:00,2024-07-09T09:30:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,1,337-345,B,ON TIME,בזמן
DL,234,DELTA AIRLINES,2024-07-09T09:35:00,2024-07-09T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
EK,2369,EMIRATES,2024-07-09T09:35:00,2024-07-09T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-07-09T09:35:00,2024-07-09T09:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LY,4000,EL AL ISRAEL AIRLINES,2024-07-09T09:35:00,2024-07-09T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
VS,3954,VIRGIN ATLANTIC AIRWAYS,2024-07-09T09:35:00,2024-07-09T09:35:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
5W,7085,WIZZ AIR ABU DHABI,2024-07-09T09:40:00,2024-07-09T09:40:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-07-09T09:45:00,2024-07-09T09:45:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-07-09T09:55:00,2024-07-09T09:55:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
AF,7069,AIR FRANCE,2024-07-09T10:00:00,2024-07-09T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7885,AERO MEXICO,2024-07-09T10:00:00,2024-07-09T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
IZ,163,ARKIA  ISRAELI  AIRLINES,2024-07-09T10:00:00,2024-07-09T10:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,315-322,A,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-07-09T10:00:00,2024-07-09T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3163,SAS,2024-07-09T10:00:00,2024-07-09T10:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
